_id,datetime,measurement.date,measurement.mass,measurement.name,measurement.remark,measurement.time,measurement.volume,modifeod,name
"""616ab2846c2600003f001837""",16.10.2021 13:07:48,"[""2021-10-16""]",[5.212186813354492],"[""Mitte-Rechts""]","[""""]","[""13:07:21""]",[1.7373955249786377],16.10.2021 13:07:48,DeutscheBarytIndustrieOwlEye
"""616ab4286c2600003f001867""",16.10.2021 13:14:48,"[""2021-10-16""]",[4.892021179199219],"[""Mitte-Rechts""]","[""""]","[""13:14:21""]",[1.6306736469268799],16.10.2021 13:14:48,DeutscheBarytIndustrieOwlEye
"""616ab5cc6c2600003f001897""",16.10.2021 13:21:48,"[""2021-10-16""]",[5.6668572425842285],"[""Mitte-Rechts""]","[""""]","[""13:21:21""]",[1.888952374458313],16.10.2021 13:21:48,DeutscheBarytIndustrieOwlEye
"""616ab7706c2600003f0018c7""",16.10.2021 13:28:47,"[""2021-10-16""]",[5.132063388824463],"[""Mitte-Rechts""]","[""""]","[""13:28:21""]",[1.7106877565383911],16.10.2021 13:28:47,DeutscheBarytIndustrieOwlEye
"""616ab9146c2600003f0018f7""",16.10.2021 13:35:48,"[""2021-10-16""]",[5.011358737945557],"[""Mitte-Rechts""]","[""""]","[""13:35:21""]",[1.6704529523849487],16.10.2021 13:35:48,DeutscheBarytIndustrieOwlEye
"""616abab86c2600003f001927""",16.10.2021 13:42:48,"[""2021-10-16""]",[5.325581073760986],"[""Mitte-Rechts""]","[""""]","[""13:42:21""]",[1.775193691253662],16.10.2021 13:42:48,DeutscheBarytIndustrieOwlEye
"""616abc5c6c2600003f001957""",16.10.2021 13:49:48,"[""2021-10-16""]",[5.414972305297852],"[""Mitte-Rechts""]","[""""]","[""13:49:21""]",[1.8049908876419067],16.10.2021 13:49:48,DeutscheBarytIndustrieOwlEye
"""616abe006c2600003f001987""",16.10.2021 13:56:48,"[""2021-10-16""]",[4.66859769821167],"[""Mitte-Rechts""]","[""""]","[""13:56:21""]",[1.5561991930007935],16.10.2021 13:56:48,DeutscheBarytIndustrieOwlEye
"""616abfa46c2600003f0019b7""",16.10.2021 14:03:48,"[""2021-10-16""]",[4.723738670349121],"[""Mitte-Rechts""]","[""""]","[""14:03:21""]",[1.5745794773101807],16.10.2021 14:03:48,DeutscheBarytIndustrieOwlEye
"""616ac1486c2600003f0019e7""",16.10.2021 14:10:48,"[""2021-10-16""]",[4.7968010902404785],"[""Mitte-Rechts""]","[""""]","[""14:10:21""]",[1.5989335775375366],16.10.2021 14:10:48,DeutscheBarytIndustrieOwlEye
"""616ac2ec6c2600003f001a17""",16.10.2021 14:17:48,"[""2021-10-16""]",[4.765448093414307],"[""Mitte-Rechts""]","[""""]","[""14:17:21""]",[1.5884827375411987],16.10.2021 14:17:48,DeutscheBarytIndustrieOwlEye
"""616ac4906c2600003f001a47""",16.10.2021 14:24:48,"[""2021-10-16""]",[4.9536590576171875],"[""Mitte-Rechts""]","[""""]","[""14:24:21""]",[1.6512197256088257],16.10.2021 14:24:48,DeutscheBarytIndustrieOwlEye
"""616ac6356c2600003f001a77""",16.10.2021 14:31:49,"[""2021-10-16""]",[4.469130039215088],"[""Mitte-Rechts""]","[""""]","[""14:31:21""]",[1.4897100925445557],16.10.2021 14:31:49,DeutscheBarytIndustrieOwlEye
"""616ac7d86c2600003f001aa7""",16.10.2021 14:38:48,"[""2021-10-16""]",[4.775898456573486],"[""Mitte-Rechts""]","[""""]","[""14:38:21""]",[1.5919660329818726],16.10.2021 14:38:48,DeutscheBarytIndustrieOwlEye
"""616ac97c6c2600003f001ad7""",16.10.2021 14:45:48,"[""2021-10-16""]",[5.096606731414795],"[""Mitte-Rechts""]","[""""]","[""14:45:21""]",[1.698868989944458],16.10.2021 14:45:48,DeutscheBarytIndustrieOwlEye
"""616acfc2f97a0000240066f4""",16.10.2021 15:12:34,"[""2021-10-16""]",[4.23610258102417],"[""Mitte-Rechts""]","[""""]","[""15:12:01""]",[1.4120341539382935],16.10.2021 15:12:34,DeutscheBarytIndustrieOwlEye
"""616ad14675250000ce00611d""",16.10.2021 15:19:02,"[""2021-10-16""]",[46.652587890625],"[""Mitte-Rechts""]","[""""]","[""15:18:44""]",[15.550863265991211],16.10.2021 15:19:02,DeutscheBarytIndustrieOwlEye
"""616ad263cd5800005b006515""",16.10.2021 15:23:47,"[""2021-10-16""]",[12.524813652038574],"[""Mitte-Rechts""]","[""""]","[""15:23:33""]",[4.174937725067139],16.10.2021 15:23:47,DeutscheBarytIndustrieOwlEye
"""616ad296cd5800005b00653f""",16.10.2021 15:24:38,"[""2021-10-16""]",[4.483250617980957],"[""Mitte-Rechts""]","[""""]","[""15:23:58""]",[1.4944169521331787],16.10.2021 15:24:38,DeutscheBarytIndustrieOwlEye
"""616ad3bfcd5800005b00656f""",16.10.2021 15:29:34,"[""2021-10-16""]",[4.389217853546143],"[""Mitte-Rechts""]","[""""]","[""15:28:59""]",[1.4630725383758545],16.10.2021 15:29:34,DeutscheBarytIndustrieOwlEye
"""616ad4b1cd5800005b00659f""",16.10.2021 15:33:36,"[""2021-10-16""]",[4.47393798828125],"[""Mitte-Rechts""]","[""""]","[""15:32:59""]",[1.4913126230239868],16.10.2021 15:33:36,DeutscheBarytIndustrieOwlEye
"""616ad8248a6d000019006085""",16.10.2021 15:48:20,"[""2021-10-16""]",[4.427799224853516],"[""Mitte-Rechts""]","[""""]","[""15:47:52""]",[1.4759330749511719],16.10.2021 15:48:20,DeutscheBarytIndustrieOwlEye
"""616ad8d08a6d0000190060b5""",16.10.2021 15:51:11,"[""2021-10-16""]",[4.765950679779053],"[""Mitte-Rechts""]","[""""]","[""15:50:45""]",[1.588650107383728],16.10.2021 15:51:11,DeutscheBarytIndustrieOwlEye
"""616ad9858a6d0000190060e5""",16.10.2021 15:54:12,"[""2021-10-16""]",[4.8618693351745605],"[""Mitte-Rechts""]","[""""]","[""15:53:45""]",[1.6206231117248535],16.10.2021 15:54:12,DeutscheBarytIndustrieOwlEye
"""616ada398a6d000019006115""",16.10.2021 15:57:13,"[""2021-10-16""]",[4.847354412078857],"[""Mitte-Rechts""]","[""""]","[""15:56:45""]",[1.615784764289856],16.10.2021 15:57:13,DeutscheBarytIndustrieOwlEye
"""616adaec8a6d000019006145""",16.10.2021 16:00:12,"[""2021-10-16""]",[4.054461479187012],"[""Mitte-Rechts""]","[""""]","[""15:59:45""]",[1.351487159729004],16.10.2021 16:00:12,DeutscheBarytIndustrieOwlEye
"""616adba08a6d000019006175""",16.10.2021 16:03:12,"[""2021-10-16""]",[4.383315086364746],"[""Mitte-Rechts""]","[""""]","[""16:02:45""]",[1.4611049890518188],16.10.2021 16:03:12,DeutscheBarytIndustrieOwlEye
"""616adc548a6d0000190061a5""",16.10.2021 16:06:12,"[""2021-10-16""]",[4.622493267059326],"[""Mitte-Rechts""]","[""""]","[""16:05:45""]",[1.5408309698104858],16.10.2021 16:06:12,DeutscheBarytIndustrieOwlEye
"""616add088a6d0000190061d5""",16.10.2021 16:09:12,"[""2021-10-16""]",[4.4162750244140625],"[""Mitte-Rechts""]","[""""]","[""16:08:45""]",[1.4720916748046875],16.10.2021 16:09:12,DeutscheBarytIndustrieOwlEye
"""616addbc8a6d000019006205""",16.10.2021 16:12:12,"[""2021-10-16""]",[4.854855060577393],"[""Mitte-Rechts""]","[""""]","[""16:11:45""]",[1.6182849407196045],16.10.2021 16:12:12,DeutscheBarytIndustrieOwlEye
